NumberOfModifiers;CBO;NumberOfLoops;NumberOfLogStatements;MaxNumberOfNestedBlocks;IsConstructor;NumberOfParameters_CK;NumberOfLambdas;NumberOfAnonymousClasses;NumberOfParenthesizedExps;NumberOfAssignments;NumberOfInnerClasses;NumberOfComparisons;NumberOfNumbers;BuggedMethods;WMC_CK;LOCMethod_CK;Returns;NumberOfStringLiterals;NumberOfMathOperations;NumberOfVariables;NumberOfUniqueWords;NumberOfTryCatch;RFC
9.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;True;1.0;7.0;1.0;0.0;0.0;1.0;4.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;5.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;True;1.0;16.0;1.0;0.0;0.0;2.0;28.0;0.0;17.0
1.0;3.0;0.0;0.0;1.0;False;1.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;True;4.0;15.0;4.0;0.0;0.0;2.0;8.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;3.0;1.0;0.0;0.0;0.0;6.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;7.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;4.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;1.0;6.0;1.0;2.0;0.0;1.0;14.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;7.0;0.0;1.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;2.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;4.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
