Bugged;NumberOfCoupledClasses;NumberOfInheritedMethods;NumberPublicMethods;NumberOfAncestors;NumberUserDefinedAttributes;NumberOfPrivateAttributes;NumberOfSubclasses;NumberOfMethods_Mood;NumberOfPolymorphicMethods;NumberOfAttributes;NumberOfProtectedAttributes;Cohesion;NumberOfPublicAttributes
False;0.0;0.0;7.0;0.0;0.0;6.0;0.0;10.0;7.0;6.0;0.0;0.55;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;1.0;1.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.5;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.8;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.8;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.8;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.8;0.0
False;0.0;0.0;6.0;0.0;0.0;1.0;0.0;8.0;4.0;2.0;0.0;0.328125;1.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.4166666666666667;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
False;1.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.4166666666666667;0.0
True;2.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;3.0;1.0;0.5;1.0
True;2.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;3.0;1.0;0.5;1.0
True;2.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;3.0;1.0;0.5;1.0
True;2.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;3.0;1.0;0.5;1.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.6666666666666666;0.0
False;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;7.0;0.0;0.0;3.0;0.0;7.0;5.0;3.0;0.0;0.2571428571428571;0.0
False;0.0;0.0;7.0;0.0;0.0;3.0;0.0;7.0;5.0;3.0;0.0;0.2571428571428571;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;10.0;0.0;0.0;2.0;0.0;10.0;10.0;2.0;0.0;0.225;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;2.0;0.0;6.0;0.0;0.0;5.0;0.0;8.0;6.0;7.0;0.0;0.21875;2.0
False;1.0;0.0;8.0;0.0;1.0;2.0;0.0;10.0;10.0;3.0;1.0;0.3;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.2222222222222222;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.2222222222222222;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.2222222222222222;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.2222222222222222;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.2222222222222222;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.2222222222222222;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;0.0;0.2380952380952381;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;0.0;0.2380952380952381;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.75;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
False;1.0;0.0;21.0;0.0;0.0;23.0;0.0;33.0;21.0;27.0;0.0;0.08712121212121213;4.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;4.0;2.0;2.0;0.0;0.25;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;7.0;0.0;0.0;12.0;0.0;7.0;7.0;12.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;7.0;1.0;0.0;0.0;1.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0;0.0;0.0;13.0
True;0.0;0.0;8.0;0.0;0.0;8.0;0.0;8.0;8.0;8.0;0.0;0.0;0.0
True;0.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;5.0;2.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;4.0;0.0;0.0;4.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;4.0;0.0;0.0;4.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;2.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;7.0;0.0;0.0;7.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.4166666666666667;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;4.0;0.0;0.0;4.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;4.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;4.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;6.0;0.0;0.0;6.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;4.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;4.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;4.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;2.0;0.0;0.0;2.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;2.0;0.0;0.0;2.0
False;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;9.0;1.0;0.0;0.0;1.0
False;0.0;0.0;9.0;0.0;0.0;6.0;0.0;9.0;9.0;6.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;1.0;0.0;6.0;6.0;1.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;1.0;0.0;0.0;1.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;5.0;9.0;0.0;0.0;6.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;5.0;9.0;0.0;0.0;6.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0
False;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;10.0;6.0;2.0;0.0;0.1;2.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
True;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;9.0;0.0;0.0;8.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;4.0;4.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;5.0;0.0;3.0;3.0;7.0;2.0;0.4166666666666667;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;1.0;3.0;1.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;1.0;3.0;1.0;0.5;0.0
False;1.0;0.0;9.0;0.0;0.0;0.0;0.0;11.0;3.0;1.0;0.0;0.1590909090909091;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;1.0;0.4444444444444444;0.0
False;0.0;0.0;9.0;0.0;0.0;3.0;0.0;9.0;6.0;4.0;0.0;0.2;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;11.0;0.0;14.0;6.0;12.0;1.0;0.30612244897959184;0.0
False;0.0;0.0;6.0;0.0;0.0;4.0;0.0;7.0;6.0;8.0;0.0;0.17857142857142858;4.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;3.0;2.0;0.0;0.2333333333333333;1.0
False;1.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.5;3.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.5;2.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.5;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;4.0;7.0;0.0;0.3333333333333333;7.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;5.0;0.0;0.4166666666666667;5.0
False;0.0;0.0;4.0;0.0;0.0;4.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;0.0;0.5;1.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;7.0;6.0;2.0;0.0;0.14285714285714285;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;0.0
False;1.0;0.0;8.0;0.0;0.0;0.0;0.0;12.0;8.0;1.0;0.0;0.19444444444444445;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;5.0;2.0;0.0;0.2;0.0
False;0.0;0.0;40.0;0.0;0.0;12.0;0.0;40.0;37.0;13.0;0.0;0.09375;1.0
False;2.0;0.0;3.0;0.0;0.0;19.0;0.0;10.0;4.0;19.0;0.0;0.175;0.0
False;1.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;3.0;4.0;0.0;0.16666666666666666;4.0
False;0.0;0.0;3.0;0.0;0.0;4.0;0.0;3.0;3.0;4.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;12.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;12.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0
False;0.0;0.0;7.0;0.0;0.0;3.0;0.0;8.0;6.0;3.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;1.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;6.0;0.0;0.0;6.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.3333333333333333;1.0
False;0.0;0.0;4.0;0.0;0.0;5.0;0.0;4.0;4.0;5.0;0.0;0.25;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;4.0;0.0;0.0;4.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;10.0;0.0;5.0;3.0;10.0;0.0;0.2;0.0
False;0.0;0.0;10.0;0.0;0.0;25.0;0.0;12.0;8.0;27.0;0.0;0.125;2.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;3.0;0.0;0.0;1.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;2.0;3.0;0.0;0.25;2.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;2.0;3.0;0.0;0.25;2.0
False;0.0;0.0;4.0;0.0;0.0;6.0;0.0;6.0;2.0;7.0;0.0;0.2222222222222222;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.0;2.0;3.0;0.0;0.8333333333333334;0.0
True;0.0;0.0;15.0;0.0;0.0;7.0;0.0;36.0;20.0;7.0;0.0;0.08564814814814815;0.0
True;0.0;0.0;15.0;0.0;0.0;7.0;0.0;36.0;20.0;7.0;0.0;0.08564814814814815;0.0
True;0.0;0.0;17.0;0.0;0.0;8.0;0.0;30.0;29.0;9.0;0.0;0.09333333333333334;1.0
True;0.0;0.0;17.0;0.0;0.0;8.0;0.0;30.0;29.0;9.0;0.0;0.09333333333333334;1.0
False;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;2.0;0.0;0.5;0.0
False;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;2.0;0.0;0.5;0.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;8.0;0.0;3.0;0.0;0.375;1.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;8.0;0.0;3.0;0.0;0.375;1.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;8.0;0.0;3.0;0.0;0.375;1.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;5.0;0.0;0.0;5.0;0.0;7.0;6.0;5.0;0.0;0.25396825396825395;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.25;0.0
False;0.0;0.0;3.0;0.0;0.0;2.0;0.0;6.0;3.0;2.0;0.0;0.25;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.25;0.0
False;0.0;0.0;6.0;0.0;0.0;4.0;0.0;6.0;6.0;4.0;0.0;0.2083333333333333;0.0
True;0.0;0.0;17.0;0.0;0.0;11.0;0.0;27.0;24.0;15.0;0.0;0.125;4.0
True;0.0;0.0;0.0;0.0;0.0;7.0;0.0;3.0;3.0;7.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;13.0;0.0;3.0;1.0;13.0;0.0;0.0;0.0
False;0.0;0.0;11.0;0.0;0.0;5.0;0.0;12.0;10.0;5.0;0.0;0.1527777777777778;0.0
False;0.0;0.0;11.0;0.0;0.0;5.0;0.0;12.0;10.0;5.0;0.0;0.1527777777777778;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;0.0;0.14285714285714285;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;2.0;1.0;0.4;0.0
False;0.0;0.0;9.0;0.0;0.0;6.0;0.0;10.0;10.0;6.0;0.0;0.325;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;1.0;0.375;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;2.0;1.0;0.3333333333333333;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;1.0;0.0;0.45;1.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;1.0;0.0;0.45;1.0
False;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;10.0;5.0;5.0;0.25;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;6.0;6.0;5.0;3.0;0.16666666666666666;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;3.0;3.0;0.25;0.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;6.0;3.0;0.0;0.5;0.0
False;0.0;0.0;12.0;0.0;0.0;2.0;0.0;12.0;10.0;7.0;2.0;0.1893939393939394;3.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;3.0;3.0;0.25;0.0
False;0.0;0.0;16.0;0.0;0.0;8.0;0.0;16.0;16.0;9.0;0.0;0.125;1.0
False;1.0;0.0;8.0;0.0;0.0;3.0;0.0;8.0;8.0;3.0;0.0;0.2083333333333333;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;5.0;1.0;1.0;0.3;0.0
False;0.0;0.0;9.0;0.0;0.0;2.0;0.0;12.0;12.0;4.0;2.0;0.15625;0.0
False;0.0;0.0;10.0;0.0;0.0;5.0;0.0;12.0;12.0;13.0;7.0;0.09722222222222222;1.0
False;1.0;0.0;8.0;0.0;0.0;2.0;0.0;8.0;8.0;10.0;8.0;0.19444444444444445;0.0
False;1.0;0.0;8.0;0.0;0.0;2.0;0.0;8.0;8.0;10.0;8.0;0.19444444444444445;0.0
False;1.0;0.0;11.0;0.0;0.0;1.0;0.0;12.0;9.0;2.0;1.0;0.2023809523809524;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;7.0;6.0;9.0;1.0;0.21428571428571427;6.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;1.0;0.0
False;1.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.5;0.0
False;1.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.5;0.0
False;1.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.5;0.0
False;1.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.5;0.0
False;1.0;0.0;6.0;0.0;1.0;3.0;0.0;6.0;6.0;3.0;0.0;0.2222222222222222;0.0
False;2.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;5.0;1.0;0.0;0.4722222222222222;1.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.6666666666666666;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;7.0;0.0;0.0;0.0;0.0;8.0;7.0;2.0;0.0;0.125;2.0
False;0.0;0.0;8.0;0.0;0.0;2.0;0.0;8.0;8.0;4.0;0.0;0.16666666666666666;2.0
False;0.0;0.0;8.0;0.0;0.0;2.0;0.0;8.0;8.0;4.0;0.0;0.16666666666666666;2.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0
False;3.0;0.0;11.0;0.0;1.0;3.0;0.0;11.0;11.0;3.0;0.0;0.2222222222222222;0.0
False;2.0;0.0;5.0;0.0;2.0;2.0;0.0;5.0;5.0;2.0;0.0;0.2;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;1.0;0.0;11.0;9.0;9.0;0.0;0.14545454545454545;8.0
False;0.0;0.0;8.0;0.0;0.0;1.0;0.0;11.0;9.0;9.0;0.0;0.14545454545454545;8.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.15;0.0
False;0.0;0.0;9.0;0.0;0.0;3.0;0.0;9.0;9.0;11.0;0.0;0.12962962962962962;8.0
False;0.0;0.0;9.0;0.0;0.0;3.0;0.0;9.0;9.0;11.0;0.0;0.12962962962962962;8.0
False;0.0;0.0;9.0;0.0;0.0;3.0;0.0;9.0;9.0;11.0;0.0;0.12962962962962962;8.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;2.0;0.0;2.0;0.0;2.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
