MethodLength_75%;CyclomaticComplexity_min;NumberOfProtectedMethod_count;NestedIfElseDepth_count;NumberOfProtectedMethod_std;ExecutableStatementCount_50%;NestedTryDepth_25%;CyclomaticComplexity_mean;NCSSForThisFile_count;BooleanExpressionComplexity_min;NestedForDepth_50%;NumberOfPublicMethods_Checkstyle_count;NumberOfMethods_Checkstyle_min;NumberOfPublicMethods_Checkstyle_min;ClassDataAbstractionCoupling_50%;ClassFanOutComplexity_min;ExecutableStatementCount_75%;NPathComplexity_min;ClassDataAbstractionCoupling_mean;AnonymousInnerClassLength_50%;AnonymousInnerClassLength_25%;NPathComplexity_mean;NCSSForThisMethod_min;NumberOfMethods_Checkstyle_count;FileLength_max;NumberOfPublicMethods_Checkstyle_mean;NumberOfPublicMethods_Checkstyle_std;NCSSForThisClass_25%;ThrowsCount_25%;MethodLength_min;ClassDataAbstractionCoupling_75%;ThrowsCount_mean;NCSSForThisClass_min;NumberOfPackageMethod_max;ExecutableStatementCount_count;CyclomaticComplexity_25%;BooleanExpressionComplexity_75%;NestedTryDepth_50%;ClassDataAbstractionCoupling_std;FileLength_count;NestedIfElseDepth_min;NestedIfElseDepth_std;NPathComplexity_count;NumberOfPackageMethod_50%;NestedIfElseDepth_max;NestedTryDepth_max;NestedTryDepth_75%;ThrowsCount_75%;ClassFanOutComplexity_std;ThrowsCount_max;NCSSForThisClass_count;NumberOfProtectedMethod_min;NestedForDepth_mean;NumberOfProtectedMethod_75%;ClassFanOutComplexity_count;ClassFanOutComplexity_max;NumberOfMethods_Checkstyle_50%;NumberOfPackageMethod_std;ThrowsCount_50%;MethodLength_25%;NumberOfPrivateMethod_count;ThrowsCount_std;ThrowsCount_min;AnonymousInnerClassLength_75%;AnonymousInnerClassLength_min;NumberOfProtectedMethod_50%;NestedForDepth_max;CyclomaticComplexity_count;NestedTryDepth_mean;NumberOfPrivateMethod_mean;NestedForDepth_75%;NCSSForThisClass_mean;NPathComplexity_25%;MethodLength_50%;NCSSForThisMethod_max;NumberOfPrivateMethod_25%;MethodLength_max;FileLength_25%;NCSSForThisMethod_25%;ExecutableStatementCount_25%;FileLength_min;AnonymousInnerClassLength_max;NCSSForThisClass_75%;NumberOfPrivateMethod_50%;FileLength_75%;ExecutableStatementCount_max;NestedIfElseDepth_75%;NestedTryDepth_min;NCSSForThisMethod_75%;Bugged;NCSSForThisMethod_count;NCSSForThisFile_25%;BooleanExpressionComplexity_mean;NCSSForThisClass_std;NumberOfPublicMethods_Checkstyle_50%;NumberOfPrivateMethod_max;NumberOfPackageMethod_25%;NCSSForThisFile_max;NumberOfPackageMethod_75%;ClassDataAbstractionCoupling_min;NCSSForThisMethod_mean;MethodLength_mean;ExecutableStatementCount_std;NestedTryDepth_count;BooleanExpressionComplexity_25%;NCSSForThisFile_50%;NPathComplexity_75%;NPathComplexity_max;BooleanExpressionComplexity_max;MethodLength_std;ClassDataAbstractionCoupling_count;NumberOfPackageMethod_min;NumberOfMethods_Checkstyle_75%;NCSSForThisFile_min;ClassDataAbstractionCoupling_25%;FileLength_50%;NumberOfMethods_Checkstyle_25%;NumberOfPackageMethod_count;NestedForDepth_25%;BooleanExpressionComplexity_50%;CyclomaticComplexity_max;NPathComplexity_50%;BooleanExpressionComplexity_std;NPathComplexity_std;ThrowsCount_count;NumberOfMethods_Checkstyle_max;NestedIfElseDepth_mean;ClassFanOutComplexity_mean;BooleanExpressionComplexity_count;NestedIfElseDepth_50%;NumberOfPrivateMethod_min;NCSSForThisClass_max;ExecutableStatementCount_mean;AnonymousInnerClassLength_mean;ClassDataAbstractionCoupling_max;NumberOfProtectedMethod_max;NCSSForThisMethod_std;MethodLength_count;NumberOfProtectedMethod_25%;NestedForDepth_count;AnonymousInnerClassLength_count;NumberOfPrivateMethod_std;NestedIfElseDepth_25%;NCSSForThisFile_mean;NumberOfMethods_Checkstyle_mean;ClassFanOutComplexity_75%;NestedTryDepth_std;ClassFanOutComplexity_50%;NestedForDepth_std;FileLength_mean;ExecutableStatementCount_min;NCSSForThisClass_50%;AnonymousInnerClassLength_std;NCSSForThisFile_std;NCSSForThisFile_75%;NCSSForThisMethod_50%;NumberOfProtectedMethod_mean;FileLength_std;NumberOfPublicMethods_Checkstyle_max;CyclomaticComplexity_50%;NumberOfPrivateMethod_75%;NumberOfMethods_Checkstyle_std;NestedForDepth_min;NumberOfPublicMethods_Checkstyle_75%;ClassFanOutComplexity_25%;NumberOfPublicMethods_Checkstyle_25%;NumberOfPackageMethod_mean;CyclomaticComplexity_std;CyclomaticComplexity_75%
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.5;1.0;15.0;15.0;0.0;2.0;0.0;2.0;15.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;3.0;1.0;0.13333333333333333;0.0;0.0;3.1333333333333333;2.0;15.0;164.0;0.9333333333333332;3.614784456460256;0.0;0.0;3.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.5163977794943223;15.0;0.0;0.25819888974716115;15.0;0.0;1.0;0.0;0.0;0.0;2.5819888974716108;0.0;15.0;0.0;0.0;0.0;15.0;10.0;0.0;0.0;0.0;3.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.06666666666666668;0.0;5.266666666666667;1.0;4.0;14.0;0.0;20.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;4.0;False;15.0;0.0;0.13333333333333333;20.397712290025726;0.0;1.0;0.0;93.0;0.0;0.0;4.066666666666666;5.866666666666666;2.6583202716502514;15.0;0.0;0.0;1.5;12.0;2.0;5.0123656614227095;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;6.0;1.0;0.5163977794943223;4.273952113286563;15.0;15.0;0.06666666666666668;0.6666666666666666;15.0;0.0;0.0;79.0;2.7333333333333334;0.0;2.0;0.0;3.4323391995769272;15.0;0.0;15.0;15.0;0.25819888974716115;0.0;6.2;1.0;0.0;0.0;0.0;0.0;10.933333333333335;1.0;0.0;0.0;24.012496746485983;0.0;3.0;0.0;42.34461791853443;14.0;1.0;0.0;3.8729833462074175;0.0;0.0;0.0;0.0;0.0;1.9272482233188628;1.5
14.0;1.0;13.0;13.0;0.0;3.0;0.0;2.9230769230769234;13.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;4.230769230769232;2.0;13.0;307.0;0.15384615384615385;0.5547001962252291;0.0;0.0;3.0;0.0;0.0;0.0;10.0;13.0;2.0;0.0;0.0;0.0;13.0;0.0;0.2773500981126146;13.0;0.0;1.0;0.0;0.0;0.0;2.496150883013532;0.0;13.0;0.0;0.3076923076923077;0.0;13.0;9.0;0.0;2.773500981126145;0.0;7.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;0.0;0.07692307692307693;0.0;8.0;2.0;9.0;23.0;0.0;36.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;8.0;False;13.0;0.0;0.0;28.844410203711917;0.0;1.0;0.0;121.0;0.0;0.0;7.538461538461537;12.153846153846152;5.535433645255414;13.0;0.0;0.0;4.0;20.0;0.0;9.511801037361902;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;7.0;2.0;0.0;5.150304944917439;13.0;13.0;0.07692307692307693;0.6923076923076923;13.0;0.0;0.0;104.0;5.846153846153847;0.0;0.0;0.0;5.924741690788224;13.0;0.0;13.0;13.0;0.2773500981126146;0.0;9.307692307692307;1.0;0.0;0.0;0.0;0.6304251719561151;23.615384615384613;1.0;0.0;0.0;33.559361871626365;0.0;5.0;0.0;85.14648012057265;2.0;2.0;0.0;3.6055512754639887;0.0;0.0;0.0;0.0;0.7692307692307693;1.8009968749527976;4.0
6.5;1.0;11.0;11.0;0.0;1.0;0.0;4.2727272727272725;11.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;2.5;0.0;0.18181818181818185;0.0;0.0;461.45454545454544;2.0;11.0;194.0;0.8181818181818182;2.713602101199872;0.0;0.0;3.0;0.0;0.0;0.0;0.0;11.0;1.0;1.0;0.0;0.6030226891555271;11.0;0.0;0.4045199174779451;11.0;0.0;1.0;0.0;0.0;0.0;2.4120907566221086;0.0;11.0;0.0;0.09090909090909093;0.0;11.0;8.0;0.0;0.0;0.0;3.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;9.0;1.0;3.0;58.0;0.0;81.0;0.0;2.0;1.0;0.0;14.0;0.0;0.0;0.0;46.0;0.0;0.0;4.5;False;11.0;0.0;0.4545454545454545;29.8496231131986;0.0;0.0;0.0;115.0;0.0;0.0;8.090909090909092;11.454545454545455;13.415052603834114;11.0;0.0;0.0;3.5;5049.0;2.0;23.209324145108727;11.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;26.0;1.0;0.6875516509523286;1521.5226822914185;11.0;9.0;0.18181818181818185;0.7272727272727273;11.0;0.0;0.0;99.0;5.8181818181818175;2.090909090909091;2.0;0.0;16.664060402282185;11.0;0.0;11.0;11.0;0.0;0.0;10.454545454545457;0.8181818181818182;0.0;0.0;0.0;0.3015113445777636;17.636363636363637;1.0;0.0;4.784444491360421;34.673804626442816;0.0;2.0;0.0;58.49320084808614;9.0;1.0;0.0;2.713602101199872;0.0;0.0;0.0;0.0;0.0;7.457759839132782;3.5
12.75;1.0;8.0;8.0;0.0;3.5;0.0;2.375;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;7.25;1.0;0.25;0.0;0.0;2.625;2.0;8.0;133.0;1.0;2.8284271247461903;0.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.7071067811865476;8.0;0.0;0.4629100498862757;8.0;0.0;1.0;0.0;0.0;0.0;2.1213203435596424;0.0;8.0;0.0;0.0;0.0;8.0;6.0;0.0;0.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;8.0;1.0;7.0;20.0;0.0;27.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;0.25;0.0;9.5;False;8.0;0.0;0.0;22.62741699796952;0.0;0.0;0.0;75.0;0.0;0.0;7.0;9.625;5.829420456369815;8.0;0.0;0.0;3.0;6.0;0.0;8.314144574157945;8.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;6.0;2.0;0.0;2.1339098923270936;8.0;8.0;0.25;0.75;8.0;0.0;0.0;64.0;5.375;0.0;2.0;0.0;6.2564252687023405;8.0;0.0;8.0;8.0;0.0;0.0;9.375;1.0;0.0;0.0;0.0;0.0;16.625;1.0;0.0;0.0;26.51650429449553;0.0;5.0;0.0;47.02260094890541;8.0;2.0;0.0;2.8284271247461903;0.0;0.0;0.0;0.0;0.0;1.7677669529663689;2.5
7.25;1.0;8.0;8.0;0.0;2.5;0.0;1.25;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;4.25;0.0;0.25;0.0;0.0;0.625;2.0;8.0;92.0;0.875;2.4748737341529163;0.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.7071067811865476;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;3.5355339059327378;0.0;8.0;0.0;0.0;0.0;8.0;10.0;0.0;0.0;0.0;4.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.125;0.0;4.75;0.0;4.5;7.0;0.0;9.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;False;8.0;0.0;0.0;13.435028842544405;0.0;1.0;0.0;45.0;0.0;0.0;4.25;5.5;1.7268882005337975;8.0;0.0;0.0;1.25;2.0;0.0;2.2038926600773587;8.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;2.0;0.0;0.0;0.9161253813129044;8.0;8.0;0.0;1.25;8.0;0.0;0.0;38.0;3.125;0.0;2.0;0.0;1.8322507626258089;8.0;0.0;8.0;8.0;0.3535533905932738;0.0;5.625;1.0;0.0;0.0;0.0;0.0;11.5;1.0;0.0;0.0;15.909902576697322;0.0;3.5;0.0;32.526911934581186;7.0;1.0;0.0;2.8284271247461903;0.0;0.0;0.0;0.0;0.0;0.4629100498862757;1.25
9.0;1.0;7.0;7.0;0.0;2.0;0.0;2.0;7.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;2.142857142857143;2.0;7.0;111.0;0.5714285714285714;1.5118578920369092;0.0;0.0;3.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;7.0;0.0;0.4879500364742666;7.0;0.0;1.0;0.0;0.0;0.0;1.1338934190276817;0.0;7.0;0.0;0.0;0.0;7.0;3.0;0.0;0.0;0.0;3.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.42857142857142855;0.0;7.0;0.5;7.0;13.0;0.0;18.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.5;0.0;6.0;False;7.0;0.0;0.0;18.520259177452136;0.0;3.0;0.0;55.0;0.0;0.0;4.857142857142857;7.571428571428571;3.309438162646486;7.0;0.0;0.0;3.0;7.0;0.0;5.31843156256751;7.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;5.0;1.0;0.0;2.5448360411214077;7.0;7.0;0.2857142857142857;0.42857142857142855;7.0;0.0;0.0;49.0;3.4285714285714284;0.0;0.0;0.0;4.059087394500206;7.0;0.0;7.0;7.0;1.1338934190276817;0.0;7.857142857142858;1.0;0.0;0.0;0.0;0.0;15.857142857142858;1.0;0.0;0.0;20.788046015507497;0.0;3.0;0.0;41.95405650402422;4.0;1.0;0.0;2.6457513110645907;0.0;0.0;0.0;0.0;0.0;1.5275252316519468;2.5
8.0;1.0;15.0;15.0;0.0;1.0;0.0;2.6;15.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;4.0;0.0;0.4666666666666667;0.0;0.0;21.93333333333333;2.0;15.0;280.0;0.5333333333333333;2.065591117977289;0.0;0.0;3.0;0.0;0.06666666666666668;0.0;3.0;15.0;1.0;0.0;0.0;1.807392228230128;15.0;0.0;0.3518657752744984;15.0;0.0;1.0;0.0;0.0;0.0;5.422176684690384;1.0;15.0;0.0;0.06666666666666668;0.0;15.0;21.0;0.0;0.7745966692414832;0.0;3.0;15.0;0.2581988897471611;0.0;0.0;0.0;0.0;1.0;15.0;0.0;0.26666666666666666;0.0;9.6;1.0;3.0;65.0;0.0;95.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;6.0;True;15.0;0.0;0.06666666666666668;37.1806401235912;0.0;4.0;0.0;175.0;0.0;0.0;8.066666666666666;11.533333333333333;14.743844559033858;15.0;0.0;0.0;2.0;300.0;1.0;23.408992980924072;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;13.0;1.0;0.2581988897471611;76.96795870144061;15.0;15.0;0.13333333333333333;1.4;15.0;0.0;0.0;144.0;6.333333333333332;0.0;7.0;0.0;16.07334380122509;15.0;0.0;15.0;15.0;1.0327955589886446;0.0;11.666666666666664;1.0;0.0;0.0;0.0;0.25819888974716115;18.666666666666668;1.0;0.0;0.0;45.184805705753185;0.0;2.0;0.0;72.29568912920509;8.0;1.0;0.0;3.8729833462074175;0.0;0.0;0.0;0.0;0.2;3.2689010822773894;2.0
9.0;1.0;4.0;4.0;0.0;2.0;0.0;1.75;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;1.0;0.25;0.0;0.0;1.75;2.0;4.0;81.0;1.0;2.0;0.0;0.0;3.0;0.25;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.5;4.0;0.0;0.5;4.0;0.0;1.0;0.0;0.0;0.0;4.5;0.0;4.0;0.0;0.0;0.0;4.0;9.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;7.5;1.0;5.0;10.0;0.0;15.0;0.0;2.0;1.0;0.0;0.0;7.5;0.0;20.25;7.0;0.25;0.0;5.5;False;4.0;0.0;0.0;15.0;0.0;0.0;0.0;41.0;0.0;0.0;4.5;7.0;2.8284271247461903;4.0;0.0;0.0;2.25;3.0;0.0;5.656854249492381;4.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;1.5;0.0;0.957427107756338;4.0;4.0;0.25;2.25;4.0;0.0;0.0;30.0;3.0;0.0;1.0;0.0;3.7859388972001824;4.0;0.0;4.0;4.0;0.0;0.0;10.25;1.0;2.25;0.0;0.0;0.0;20.25;1.0;0.0;0.0;20.5;10.25;3.0;0.0;40.5;4.0;1.5;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.957427107756338;2.25
121.0;2.0;5.0;5.0;0.0;50.0;0.0;18.0;5.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;59.0;2.0;1.0;0.0;0.0;4053.2;5.0;5.0;446.0;0.2;0.4472135954999581;0.0;0.0;10.0;0.0;0.2;0.0;0.0;5.0;7.0;1.0;0.0;2.23606797749979;5.0;0.0;1.0;5.0;0.0;2.0;0.0;0.0;0.0;11.180339887498945;1.0;5.0;0.0;1.8;0.0;5.0;25.0;0.0;0.0;0.0;29.0;5.0;0.4472135954999581;0.0;0.0;0.0;0.0;3.0;5.0;0.0;0.6;2.0;48.2;24.0;86.0;74.0;0.0;122.0;0.0;22.0;16.0;0.0;13.0;0.0;0.0;0.0;66.0;2.0;0.0;68.0;True;5.0;0.0;0.6;107.77847651548987;0.0;3.0;0.0;268.0;0.0;0.0;45.4;73.6;27.725439581727105;5.0;0.0;0.0;10000.0;10000.0;1.0;51.90664697319602;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;1.0;39.0;240.0;0.5477225575051662;5429.4573577844785;5.0;4.0;1.0;5.0;5.0;1.0;0.0;241.0;38.8;2.6;5.0;0.0;30.278705388440894;5.0;0.0;5.0;5.0;1.3416407864998738;0.0;53.6;0.8;0.0;0.0;0.0;1.0954451150103324;89.2;3.0;0.0;5.813776741499454;119.85324359398872;0.0;58.0;0.0;199.45726359298126;1.0;16.0;0.0;1.7888543819998322;0.0;0.0;0.0;0.0;0.0;14.882876066137214;26.0
7.25;1.0;12.0;12.0;0.0;1.0;0.0;1.5;12.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;3.25;0.0;0.0;0.0;0.0;1.4166666666666667;2.0;12.0;124.0;1.0;3.4641016151377544;0.0;0.0;3.0;0.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.8660254037844386;0.0;12.0;0.0;0.0;0.0;12.0;3.0;0.0;0.0;0.0;3.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;4.916666666666667;1.0;3.0;13.0;0.0;16.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;5.25;False;12.0;0.0;0.0;17.031832941093963;0.0;0.0;0.0;64.0;0.0;0.0;4.166666666666667;5.583333333333332;3.157482695074824;12.0;0.0;0.0;2.0;3.0;0.0;4.2094770423054895;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;3.0;1.0;0.0;0.9003366373785201;12.0;12.0;0.0;0.25;12.0;0.0;0.0;59.0;2.833333333333333;0.0;0.0;0.0;3.5632807491088454;12.0;0.0;12.0;12.0;0.0;0.0;5.333333333333333;1.0;0.0;0.0;0.0;0.0;10.333333333333334;1.0;0.0;0.0;18.475208614068023;0.0;2.0;0.0;35.7957166897568;12.0;1.0;0.0;3.4641016151377544;0.0;0.0;0.0;0.0;0.0;0.7977240352174656;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.75;1.0;14.0;14.0;0.0;1.0;0.0;1.3571428571428572;14.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;1.0;0.0;0.07142857142857142;0.0;0.0;1.2142857142857142;2.0;14.0;122.0;1.0;3.741657386773941;0.0;0.0;3.0;0.0;0.0;0.0;0.0;14.0;1.0;0.0;0.0;0.26726124191242434;14.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;1.6035674514745466;0.0;14.0;0.0;0.0;0.0;14.0;6.0;0.0;0.0;0.0;3.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;3.3571428571428568;1.0;3.0;7.0;0.0;10.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;False;14.0;0.0;0.0;12.561278369883947;0.0;0.0;0.0;58.0;0.0;0.0;2.7142857142857144;4.071428571428571;1.1602387022306428;14.0;0.0;0.0;1.0;4.0;0.0;2.1290765681316004;14.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;3.0;1.0;0.0;1.1217137594956024;14.0;14.0;0.0;0.42857142857142855;14.0;0.0;0.0;47.0;1.5;0.0;1.0;0.0;1.5406577730392867;14.0;0.0;14.0;14.0;0.0;0.0;4.142857142857143;1.0;0.0;0.0;0.0;0.0;8.714285714285714;1.0;0.0;0.0;15.501152030920613;0.0;2.0;0.0;32.60587151331577;14.0;1.0;0.0;3.741657386773941;0.0;0.0;0.0;0.0;0.0;0.7449463436684921;1.0
3.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;7.0;1.0;3.0;0.0;0.0;0.0;3.0;2.0;1.0;47.0;1.0;0.0;10.0;0.0;3.0;0.0;0.0;10.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;3.0;3.0;2.0;0.0;3.0;47.0;2.0;1.0;47.0;0.0;10.0;0.0;47.0;1.0;1.0;0.0;2.0;False;1.0;19.0;0.0;0.0;1.0;0.0;0.0;19.0;0.0;0.0;2.0;3.0;0.0;1.0;0.0;19.0;3.0;3.0;0.0;0.0;1.0;0.0;1.0;19.0;0.0;47.0;1.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;1.0;7.0;1.0;1.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;19.0;1.0;7.0;0.0;7.0;0.0;47.0;1.0;10.0;0.0;0.0;19.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;1.0
3.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;27.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;3.0;2.0;0.0;3.0;27.0;2.0;1.0;27.0;0.0;3.0;0.0;27.0;1.0;0.0;0.0;2.0;False;1.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;3.0;0.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;27.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4.0;1.0;2.0;0.0;2.0;0.0;27.0;1.0;3.0;0.0;0.0;4.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0
